Danceability,Energy,Speechiness,Liveness,Tempo,Duration,Stream
0.316,0.00329,0.0482,0.0933,90.804,199167,3368451
0.339,0.00572,0.0378,0.103,72.7,198650,16169290
0.307,0.00229,0.0519,0.098,67.775,283280,30419886
0.303,0.00958,0.054,0.109,72.204,264845,12822980
0.218,0.00352,0.0515,0.139,68.61,335542,31987794
0.231,0.206,0.0332,0.17,141.628,442400,85582447
0.208,0.012,0.0422,0.1,175.159,257217,13213932
0.668,0.921,0.0439,0.0877,120,212440,407737878
0.602,0.905,0.0775,0.117,128.019,304840,496116359
0.55,0.874,0.0321,0.206,121.61,240213,316493449
0.412,0.92,0.0575,0.11,93.162,227440,201041577
0.366,0.963,0.142,0.115,137.114,366213,188191094
0.585,0.842,0.0556,0.0866,118.211,237040,173292941
0.502,0.417,0.0718,0.106,180.301,281040,264508776
0.555,0.883,0.0341,0.868,125.02,316718,207866342
0.408,0.965,0.05,0.11,136.018,218000,123322561
0.683,0.585,0.0323,0.0797,115.997,235000,152135034
0.392,0.476,0.0249,0.309,78.031,267597,771341288
0.37,0.866,0.0384,0.137,162.086,316693,315532319
0.39,0.649,0.0345,0.216,121.161,299723,806239803
0.445,0.856,0.0327,0.367,105.872,308333,233440383
0.653,0.73,0.0429,0.0776,108.709,220311,392902327
0.54,0.982,0.0458,0.0457,126.294,265773,191871078
0.379,0.76,0.0378,0.104,99.436,274088,329839315
0.308,0.747,0.037,0.431,139.454,356160,109653445
0.579,0.954,0.0558,0.139,93.448,265693,61272691
0.633,0.823,0.0287,0.188,115.107,330533,75160311
0.354,0.982,0.168,0.204,143.772,252613,525198814
0.291,0.974,0.171,0.886,134.724,278600,383553771
0.568,0.981,0.0887,0.0243,135.146,284120,440543539
0.407,0.98,0.107,0.119,131.066,254467,112251097
0.382,0.996,0.104,0.417,93.345,147840,297647780
0.427,0.946,0.0469,0.0604,101.305,260773,228741006
0.398,0.939,0.0648,0.357,92.027,342821,289911594
0.544,0.69,0.0425,0.0615,123.962,276147,265277606
0.516,0.991,0.126,0.327,95.017,203587,24596630
0.589,0.442,0.0291,0.0987,122.688,224320,120556550
0.375,0.893,0.0406,0.187,174.323,258773,1568357013
0.331,0.558,0.031,0.124,150.19,303120,222997016
0.293,0.817,0.039,0.355,150.249,451320,310236960
0.286,0.822,0.0381,0.353,90.96,276667,196083015
0.359,0.913,0.0391,0.0954,104.058,283787,120315940
0.484,0.905,0.0481,0.24,125.414,220920,98442003
0.491,0.561,0.0279,0.23,134.881,127600,42404903
0.464,0.795,0.0926,0.399,158.691,202267,834723073
0.631,0.932,0.0354,0.0918,122.429,213067,472974502
0.723,0.863,0.0338,0.128,136.302,222813,561632246
0.634,0.63,0.031,0.17,118.628,270773,470944917
0.702,0.668,0.214,0.0588,116.063,378147,465192981
0.783,0.878,0.0308,0.0426,100.626,265173,318262316
0.429,0.554,0.0291,0.105,136.302,272000,282086014
0.432,0.389,0.0255,0.0788,139.506,341773,218360742
0.795,0.71,0.0392,0.344,109.689,288667,154402021
0.32,0.62,0.0594,0.253,86.327,448720,149203954
0.18,0.226,0.042,0.0998,94.079,126960,184183799
0.286,0.0968,0.0323,0.0861,62.881,275556,274717861
0.493,0.302,0.0289,0.107,107.425,150667,20954709
0.311,0.0173,0.0348,0.0727,95.985,199423,99255767
0.448,0.336,0.0322,0.0661,107.351,148933,15024672
0.304,0.0585,0.0351,0.0982,119.975,219093,67756753
0.145,0.174,0.0396,0.0784,100.089,175400,58570028
0.169,0.222,0.0356,0.107,110.877,247400,55582162
0.163,0.084,0.0329,0.102,71.028,107767,23482064
0.269,0.853,0.0854,0.118,141.581,299533,221006767
0.443,0.781,0.0377,0.166,71.841,214760,176388309
0.206,0.965,0.079,0.367,92.615,299867,122225430
0.367,0.634,0.027,0.116,89.981,241533,100152537
0.47,0.859,0.0537,0.142,124.01,317707,60617517
0.285,0.613,0.0421,0.114,126.628,413347,49317095
0.472,0.446,0.0354,0.091,77.562,225293,42567093
0.431,0.906,0.0945,0.123,125.459,223893,31416260
0.338,0.859,0.0824,0.0936,92.966,255373,64987410
0.449,0.87,0.112,0.0797,79.952,211733,36638392
0.434,0.897,0.0488,0.612,148.726,167067,798081462
0.391,0.951,0.0692,0.0878,157.66,148360,521711460
0.664,0.781,0.0339,0.0867,110,227240,597137046
0.579,0.928,0.0411,0.18,95.594,171533,324986783
0.606,0.905,0.0518,0.151,143.952,151533,23876669
0.52,0.775,0.0348,0.364,136.028,249627,243561772
0.41,0.959,0.0869,0.0766,193.155,171600,179613789
0.411,0.962,0.0917,0.529,173.143,172646,138444397
0.426,0.972,0.0954,0.171,111.221,165373,219251033
0.519,0.78,0.0356,0.156,145.125,239333,105326686
0.916,0.72,0.1,0.0958,103.312,237000,617214277
0.776,0.559,0.103,0.0671,122.242,232200,562706540
0.655,0.675,0.0599,0.727,77.589,427800,263155760
0.486,0.449,0.0267,0.54,100.456,254293,344532624
0.489,0.758,0.0297,0.092,112.113,371413,398055023
0.635,0.686,0.053,0.282,125.988,274747,310269583
0.31,0.403,0.0326,0.139,134.48,318027,309430985
0.445,0.384,0.0417,0.0539,123.295,235987,263426694
0.654,0.743,0.0605,0.153,114.846,457676,238006778
0.358,0.938,0.0483,0.117,182.836,288339,142180837
0.559,0.308,0.0376,0.109,113.633,217747,155279152
0.56,0.605,0.0348,0.0585,144.478,279693,176688422
0.515,0.554,0.0784,0.219,80.146,193880,119712975
0.532,0.887,0.0335,0.294,122.511,249293,1136987099
0.541,0.96,0.0505,0.344,122.803,222707,803312398
0.551,0.913,0.0466,0.347,119.992,224493,633798307
0.383,0.659,0.0312,0.0778,140.795,353027,399920066
0.252,0.802,0.0391,0.309,150.056,308667,335808355
0.309,0.596,0.0293,0.21,164.587,394400,277814070
0.475,0.899,0.0637,0.14,152.445,230667,197345911
0.437,0.727,0.0293,0.103,73.029,346587,163694429
0.555,0.973,0.035,0.0853,118.642,316707,144299907
0.385,0.342,0.0285,0.119,132.864,308933,78748335
0.816,0.775,0.234,0.0543,93.431,270587,1085977338
0.922,0.909,0.27,0.0856,95.295,161507,754591572
0.924,0.74,0.0774,0.163,133.974,222293,601201524
0.772,0.821,0.25,0.148,91.921,244200,307494929
0.594,0.946,0.452,0.306,155.826,283733,283879765
0.672,0.777,0.0956,0.159,90.575,305573,122828295
0.765,0.88,0.116,0.139,168.96,215200,196936815
0.919,0.869,0.232,0.166,117.03,210027,54127300
0.939,0.486,0.207,0.264,97.582,206547,85334262
0.444,0.866,0.111,0.105,94.968,235120,118973790
0.741,0.697,0.0277,0.133,116.109,160133,975300588
0.64,0.663,0.0374,0.152,132.77,140773,904262158
0.508,0.774,0.0321,0.063,178.946,141600,568442546
0.699,0.641,0.0289,0.0601,120.745,187213,221908951
0.858,0.544,0.0751,0.0707,108.217,166280,303815108
0.702,0.772,0.0277,0.0809,141.694,154120,128916089
0.606,0.908,0.037,0.245,130.12,159173,211189899
0.627,0.873,0.0311,0.0555,123.113,147279,151656881
0.773,0.756,0.0388,0.0805,105.322,152466,178387111
0.656,0.601,0.0389,0.0974,117.296,315200,100789298
0.54,0.429,0.0285,0.141,110.171,295516,803376048
0.564,0.774,0.0368,0.0861,100.894,277477,531487905
0.392,0.534,0.0369,0.155,181.305,276187,447961684
0.539,0.926,0.0499,0.36,136.279,246400,434312667
0.543,0.944,0.0543,0.0373,101.174,279440,312372765
0.49,0.724,0.0366,0.159,125.812,337506,141713043
0.458,0.843,0.0316,0.778,105.701,228427,199004519
0.524,0.641,0.0497,0.159,141.65,184543,106597387
0.416,0.819,0.0613,0.147,140.083,193520,108148330
0.551,0.378,0.0248,0.176,106.004,237743,1646179
0.934,0.562,0.24,0.0608,96.792,209413,97613307
0.905,0.414,0.0615,0.0914,99.133,240627,41909680
0.912,0.416,0.164,0.09,90.013,236227,53098241
0.945,0.701,0.158,0.147,107.036,179560,32805017
0.604,0.601,0.398,0.405,82.261,185813,41273101
0.858,0.683,0.114,0.4,100.238,94973,4643075
0.736,0.517,0.053,0.138,92.048,270427,33117711
0.859,0.342,0.117,0.056,97.08,219493,10372883
0.849,0.955,0.153,0.0604,122.984,159024,34975020
0.818,0.433,0.209,0.0967,90.096,245027,11303566
0.69,0.973,0.0492,0.101,143.957,231533,426730287
0.696,0.758,0.0264,0.189,129.943,250693,278822916
0.543,0.876,0.0494,0.338,142.995,180552,57873543
0.348,0.536,0.0313,0.209,150.586,250000,179230151
0.751,0.731,0.0308,0.0556,97.007,216707,275765175
0.673,0.841,0.0557,0.0965,97.027,205373,176365330
0.601,0.643,0.0272,0.283,76.979,196360,111397248
0.486,0.715,0.0519,0.195,84.092,238133,143679291
0.616,0.698,0.0302,0.208,85.003,217560,97521080
0.602,0.506,0.024,0.125,95.006,249000,88702739
0.543,0.903,0.039,0.0862,162.241,263306,248023939
0.643,0.809,0.028,0.154,112.677,250107,227749183
0.634,0.854,0.0369,0.0664,148.003,310813,278568516
0.64,0.693,0.0235,0.0978,97.159,352160,284538131
0.857,0.561,0.0292,0.0831,99.989,272576,231730622
0.84,0.638,0.0324,0.173,118.005,230811,51378138
0.622,0.647,0.0352,0.0872,206.037,243307,48090397
0.626,0.602,0.0326,0.0971,92.055,267837,50227846
0.791,0.782,0.0289,0.107,115.992,264720,181984310
0.67,0.528,0.0261,0.224,132.31,291493,122099715
0.702,0.773,0.0343,0.147,103.564,285373,768175251
0.707,0.535,0.0436,0.0884,103.644,92867,134009247
0.601,0.703,0.0379,0.571,106.164,196213,361014530
0.594,0.5,0.0255,0.184,104.996,241093,538082219
0.726,0.779,0.0251,0.104,109.133,212800,300077531
0.423,0.384,0.0315,0.27,90.43,182000,120135869
0.679,0.762,0.0316,0.0446,105.407,357936,44849235
0.681,0.716,0.0333,0.337,123.009,256493,155404216
0.495,0.439,0.0467,0.725,165.922,296000,110609747
0.31,0.464,0.0275,0.132,144.775,188307,102310593
0.701,0.944,0.0455,0.601,128.993,197707,621088349
0.532,0.495,0.0343,0.0754,124.936,214240,324222155
0.331,0.55,0.0272,0.192,177.734,339000,676661762
0.712,0.967,0.047,0.356,145.024,287733,368967530
0.292,0.324,0.0346,0.12,176.631,201373,249630617
0.589,0.453,0.0397,0.134,139.148,290573,186034963
0.741,0.647,0.0427,0.0555,131.097,284000,160300355
0.752,0.684,0.15,0.0897,141.075,176440,156162446
0.579,0.872,0.159,0.0935,76.214,235560,147480448
0.664,0.88,0.0326,0.0591,133.898,210760,99456533
0.901,0.697,0.28,0.287,93.941,229827,829984314
0.78,0.575,0.273,0.143,84.492,252747,720731532
0.889,0.818,0.253,0.179,96.063,302760,619944753
0.845,0.884,0.0759,0.203,104.536,257400,390696819
0.672,0.704,0.312,0.139,99.232,219707,77061994
0.833,0.628,0.141,0.282,106.328,286187,144272231
0.604,0.501,0.425,0.091,78.61,170213,126109649
0.704,0.873,0.144,0.24,154.914,366880,193681748
0.831,0.682,0.238,0.494,91.771,319360,154767780
0.721,0.662,0.403,0.178,94.191,285947,113010757
0.628,0.69,0.0511,0.113,179.908,205907,765561212
0.821,0.819,0.0272,0.145,126.03,200347,295321992
0.689,0.808,0.0572,0.241,91.012,207680,622083603
0.581,0.651,0.0392,0.107,151.959,264600,282904687
0.72,0.909,0.0952,0.137,91.022,199693,585840731
0.723,0.777,0.108,0.0451,91.017,243413,686731812
0.647,0.629,0.0305,0.0428,112.049,332040,80835238
0.487,0.478,0.0536,0.121,137.799,191427,168383371
0.637,0.505,0.0295,0.114,127.933,244027,60507888
0.646,0.94,0.0838,0.0691,129.011,231787,184691650
0.731,0.807,0.1,0.319,114.759,179120,500164000
0.975,0.711,0.0632,0.0799,110.621,234027,165286007
0.657,0.604,0.0296,0.102,118.042,184400,390479953
0.652,0.605,0.0393,0.0605,126.091,292707,135506785
0.531,0.574,0.113,0.256,115.68,232467,120576879
0.555,0.713,0.0911,0.712,79.934,240920,39601929
0.57,0.774,0.25,0.199,65.964,244293,49500145
0.734,0.927,0.042,0.0465,118.039,231960,53928566
0.591,0.822,0.189,0.301,176.059,157627,1663104
0.648,0.846,0.0424,0.0803,160.075,343413,347057045
0.276,0.572,0.0377,0.2,77.986,237467,169769959
0.629,0.703,0.0504,0.11,144.016,290973,271777414
0.378,0.619,0.0767,0.413,87.387,144352,79232138
0.707,0.908,0.0582,0.111,104.888,244353,200161100
0.76,0.689,0.102,0.0662,149.993,273373,84956063
0.281,0.534,0.0333,0.12,78.77,299840,112854307
0.304,0.328,0.0351,0.116,119.675,307474,21257546
0.399,0.53,0.0532,0.0719,76.827,307053,93036744
0.497,0.714,0.0343,0.151,144.075,235907,81491201
0.709,0.824,0.0453,0.0888,118.818,291293,914287347
0.332,0.214,0.0349,0.0839,67.531,271093,541717370
0.541,0.401,0.0365,0.164,152.943,289160,324899226
0.693,0.678,0.0324,0.101,103.952,228267,773933173
0.758,0.683,0.0399,0.242,119.001,213295,79724836
0.832,0.544,0.0442,0.632,119.49,275533,246928304
0.502,0.305,0.0339,0.117,131.242,291400,149838819
0.77,0.475,0.159,0.0607,82.511,261573,154827777
0.636,0.264,0.0263,0.275,99.304,238467,127309650
0.436,0.391,0.0326,0.12,125.354,272893,122739854
0.649,0.647,0.0452,0.0686,125.02,337733,297817394
0.742,0.883,0.0329,0.0964,136.506,240280,313667204
0.912,0.61,0.168,0.0431,113.941,211476,7165771
0.706,0.633,0.0419,0.175,110.005,120157,116151341
0.724,0.822,0.0333,0.0553,99.9,242733,257732847
0.624,0.842,0.0376,0.181,111.037,342680,255119669
0.753,0.931,0.0652,0.234,113.029,189693,209701584
0.771,0.655,0.0372,0.0685,119.747,218627,209852541
0.946,0.762,0.105,0.0393,125.398,192282,2915378
0.833,0.934,0.0313,0.0521,121.879,268533,98986814
0.609,0.444,0.106,0.104,118.402,228707,776415001
0.662,0.507,0.118,0.0465,86.412,223440,544478102
0.644,0.549,0.0285,0.134,90.04,253813,676843630
0.482,0.706,0.0607,0.105,92.513,224920,481344405
0.484,0.368,0.0341,0.118,92.923,216480,335205769
0.652,0.609,0.037,0.233,95.986,210200,365175667
0.469,0.799,0.387,0.32,147.847,256000,94862708
0.38,0.325,0.0328,0.0997,89.898,259570,133837601
0.596,0.505,0.0619,0.106,86.097,249240,94738753
0.657,0.726,0.0458,0.137,90.105,204400,172583560
0.542,0.131,0.0316,0.156,136.161,190013,156875663
0.826,0.694,0.0315,0.074,123.932,217427,591626625
0.667,0.361,0.0273,0.0805,134.018,242000,397400002
0.647,0.729,0.0236,0.134,94.01,249627,473876426
0.578,0.756,0.115,0.249,176.739,201173,333846640
0.315,0.296,0.0315,0.702,173.509,263573,474465270
0.753,0.326,0.0342,0.24,123.799,245827,324961495
0.548,0.483,0.0268,0.0922,159.952,286387,186705164
0.431,0.377,0.0288,0.211,173.67,213627,345333488
0.591,0.831,0.0355,0.0571,93.007,187307,87694128
0.673,0.758,0.158,0.341,135.956,229507,481224452
0.276,0.572,0.0377,0.2,77.986,237467,169769959
0.407,0.147,0.0355,0.0913,141.284,229400,926130037
0.633,0.8,0.166,0.137,175.716,217573,285315583
0.456,0.573,0.0275,0.114,76.19,238560,271955400
0.64,0.889,0.322,0.339,99.931,298853,190423840
0.575,0.744,0.0603,0.0723,183.79,241507,78958345
0.435,0.92,0.201,0.552,188.899,245960,175898684
0.686,0.789,0.23,0.142,172.976,194213,124068400
0.754,0.811,0.0561,0.654,109.902,267960,334689122
0.656,0.877,0.0342,0.349,105.018,252347,491272985
0.574,0.802,0.0316,0.0765,93.537,280453,212268694
0.665,0.94,0.0553,0.0914,93.725,231593,117436870
0.691,0.658,0.0359,0.112,97.68,300160,206235786
0.474,0.879,0.115,0.16,91.094,388360,96858625
0.42,0.843,0.0647,0.078,173.91,302947,124092034
0.481,0.415,0.0323,0.128,77.472,240733,121549488
0.658,0.863,0.0352,0.16,96.499,268440,107827449
0.521,0.704,0.0513,0.0665,98.364,289467,170697432
0.553,0.632,0.0782,0.267,85.1,309587,88050204
0.591,0.672,0.0375,0.112,139.939,265307,332284501
0.626,0.714,0.0259,0.101,99.907,330373,163427363
0.62,0.497,0.027,0.251,140.207,218760,52272347
0.737,0.518,0.0405,0.0964,128.031,228107,74315607
0.634,0.842,0.0295,0.0983,99.973,247613,79062712
0.717,0.716,0.0326,0.277,147.107,402133,119067972
0.336,0.682,0.0332,0.353,139.442,210400,59753268
0.678,0.677,0.0292,0.152,135.559,254000,88266114
0.766,0.72,0.0353,0.0519,105.674,207013,136529171
0.505,0.617,0.0328,0.189,172.882,272573,60556196
0.675,0.597,0.0337,0.0986,108.875,161160,473098408
0.748,0.551,0.0239,0.0943,113.535,262240,321198963
0.633,0.634,0.0725,0.0385,100.499,245493,507328694
0.521,0.699,0.0338,0.1,83.529,148147,159442920
0.524,0.519,0.043,0.523,110.121,169800,263538605
0.588,0.568,0.0672,0.0792,106.938,232760,260138692
0.519,0.46,0.0688,0.243,132.082,178200,164400411
0.662,0.624,0.0417,0.0674,174.513,252560,116649949
0.33,0.44,0.0296,0.481,98.567,168413,60742972
0.747,0.692,0.0474,0.0698,118.698,199387,57507881
0.624,0.723,0.378,0.483,84.789,216933,142416946
0.915,0.79,0.207,0.112,140.095,275907,84161221
0.568,0.894,0.332,0.209,109.939,272320,79939253
0.785,0.498,0.0533,0.224,143.96,201587,88908679
0.921,0.668,0.235,0.592,131.059,296587,58348754
0.86,0.688,0.434,0.67,100.934,303027,56046638
0.551,0.598,0.27,0.299,78.756,230613,64891481
0.555,0.639,0.263,0.118,171.609,270747,58795363
0.962,0.637,0.106,0.156,126.707,235093,54189956
0.751,0.84,0.349,0.0916,99.057,213760,47315546
0.841,0.783,0.0432,0.0528,94.989,190560,393475189
0.804,0.745,0.229,0.0378,183.985,162400,83025803
0.844,0.757,0.0523,0.16,94.977,220133,202160300
0.897,0.864,0.147,0.517,95.981,207627,297949976
0.875,0.909,0.076,0.0616,119.999,305526,115254035
0.947,0.874,0.176,0.372,120.063,183182,104897502
0.8,0.729,0.144,0.316,171.976,271515,122848793
0.725,0.86,0.182,0.0674,175.896,230125,609731838
0.732,0.708,0.262,0.237,175.924,267787,416761463
0.804,0.56,0.0397,0.0608,133.682,254720,343220984
0.825,0.605,0.0376,0.314,124.005,229360,290951018
0.779,0.589,0.0345,0.12,128.044,215213,189318420
0.732,0.64,0.0378,0.104,125.015,263347,226642760
0.812,0.506,0.0533,0.132,125.941,238720,247080907
0.745,0.716,0.0411,0.059,132.932,257187,211949405
0.781,0.491,0.0444,0.0972,124.971,348827,133975334
0.814,0.639,0.0463,0.13,133.035,234240,126485433
0.894,0.791,0.112,0.0388,105.018,250373,942052772
0.663,0.861,0.109,0.082,119.963,220800,586592445
0.662,0.507,0.118,0.0465,86.412,223440,544478102
0.781,0.745,0.0332,0.36,129.998,269493,271547095
0.573,0.712,0.0732,0.167,140.012,259720,187484145
0.657,0.629,0.0782,0.254,93.985,266893,293449959
0.816,0.5,0.03,0.0733,124.037,247840,225292543
0.796,0.477,0.108,0.12,119.928,231933,166588725
0.679,0.728,0.154,0.107,152.001,181013,198594496
0.845,0.467,0.138,0.0694,138.007,211200,163923731
0.73,0.341,0.0578,0.0926,100.558,173080,150251570
0.41,0.334,0.0621,0.137,86.086,195373,122063663
0.746,0.324,0.045,0.139,104.976,190227,99998569
0.607,0.296,0.0601,0.324,71.136,189720,144442434
0.342,0.425,0.0289,0.243,154.202,156867,120854021
0.409,0.277,0.0421,0.173,80.062,170107,96720839
0.355,0.351,0.0455,0.394,164.933,179397,98378211
0.6,0.356,0.0586,0.379,67.164,202093,73322000
0.808,0.539,0.0457,0.0869,117.643,144973,27222519
0.496,0.451,0.0278,0.0597,100.296,171640,46521750
0.642,0.442,0.074,0.102,148.01,231773,456626889
0.549,0.548,0.0321,0.0789,81.622,185213,8003078
0.276,0.572,0.0377,0.2,77.986,237467,169769959
0.692,0.855,0.0725,0.0967,94.984,228147,283126164
0.549,0.764,0.0427,0.0782,157.502,188893,187498268
0.622,0.647,0.0352,0.0872,206.037,243307,48090397
0.406,0.459,0.0392,0.0717,123.54,291107,119979627
0.571,0.418,0.0303,0.0705,100.738,229053,156464615
0.439,0.35,0.0302,0.115,163.113,213733,114029986
0.693,0.549,0.119,0.0677,80.028,227960,513981867
0.832,0.391,0.0628,0.224,104.961,238800,272215576
0.728,0.327,0.0999,0.103,100,231040,146039516
0.778,0.498,0.0562,0.295,96.995,231093,208141960
0.739,0.368,0.0845,0.171,144.992,239413,149689840
0.622,0.711,0.0542,0.174,79.932,195987,135396308
0.76,0.746,0.227,0.0905,100.011,233546,132840820
0.699,0.805,0.0595,0.502,127.009,216440,97978985
0.786,0.689,0.315,0.214,157.936,235307,116828489
0.565,0.491,0.221,0.137,175.694,242085,54502697
0.257,0.109,0.0597,0.0762,75.02,151480,227984734
0.0769,0.0846,0.045,0.113,176.329,363253,37292776
0.454,0.0139,0.0514,0.0736,130.253,184853,65820767
0.221,0.126,0.0447,0.0769,133.564,139307,65735816
0.36,0.00301,0.0444,0.0557,72.892,301400,9099661
0.326,0.0993,0.072,0.108,137.274,150973,36303881
0.359,0.0299,0.043,0.0828,73.144,132760,6521841
0.499,0.351,0.0448,0.118,90.664,235947,13955194
0.494,0.016,0.0426,0.136,98.224,295840,26244119
0.741,0.61,0.0511,0.534,125.99,276960,310187797
0.746,0.647,0.106,0.052,97.989,188964,33689823
0.347,0.493,0.29,0.127,82.887,382760,111722720
0.649,0.791,0.193,0.108,128.023,236160,223210260
0.539,0.414,0.0601,0.143,94.895,254493,241011213
0.617,0.525,0.12,0.135,135.781,212867,197879558
0.572,0.519,0.212,0.102,128.331,181860,143822689
0.586,0.404,0.0494,0.0821,133.901,217027,59039707
0.48,0.309,0.225,0.101,99.136,270547,81585162
0.575,0.443,0.28,0.109,113.862,222600,47089853
0.709,0.929,0.061,0.125,103.01,250288,50561603
0.462,0.375,0.0309,0.189,145.35,266067,24127664
0.436,0.499,0.0356,0.308,103.104,355840,21969472
0.59,0.875,0.171,0.164,96.915,408133,42519818
0.547,0.554,0.0374,0.0735,91.386,297867,34017431
0.637,0.774,0.056,0.0901,121.108,381707,26340770
0.465,0.682,0.0512,0.0801,164.01,329221,13050825
0.7,0.687,0.0504,0.057,136.028,437693,20874234
0.474,0.498,0.0302,0.0852,100.93,324893,20030923
0.709,0.929,0.061,0.125,103.01,250288,50561603
0.822,0.446,0.0321,0.147,119.994,320960,31303756
0.484,0.788,0.0565,0.0939,171.973,295158,32601320
0.718,0.697,0.135,0.0563,143.907,356180,35521827
0.436,0.499,0.0356,0.308,103.104,355840,21969472
